Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Luxembourg,LUX,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.40598,..,..,69.43932,..,..,69.79526,..,..,..,..
Luxembourg,LUX,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.06183,29.23855,26.66624,30.34295,22.17813,20.038,20.12527,9.089736,8.270565,6.017461,9.446482,7.343732,24.6596,..,..,..,..,..,..,..,..,4.397005,4.106178,4.922355,4.217899,4.13791,4.283828,4.412635,6.808373,7.036998,7.674037,7.38435,7.516189,7.689254,7.862321,7.602189,6.682315,6.192325,5.637634,5.97249,5.481061,..
Luxembourg,LUX,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0056674,..,..,..
Luxembourg,LUX,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.01099,99.05192,99.02003,99.09252,99.21002,99.22157,99.29057,99.44765,..,98.91799,99.1686,99.17213,99.26321,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.15568,97.63645,97.21542,97.23141,97.35791,95.85725,94.64548
Luxembourg,LUX,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.577977,115.7562,140.24845,158.53495,169.91633,178.75207,182.66836,175.34619,186.39747,198.68116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,Liquid liabilities to GDP (%),GFDD.DI.05,31.62266,36.32771,39.59491,42.26809,31.06874,34.02775,35.108,39.72416,40.50834,46.17457,44.61497,52.77185,60.48772,69.01054,75.39733,93.9326,93.6683,99.69308,112.5754,113.8776,122.7607,133.023,131.114,132.7558,132.2985,163.0596,173.407,215.0215,267.0686,260.3807,277.5666,244.3083,298.5388,0.9964582,296.8248,285.4231,311.9917,320.4873,..,..,..,857.6883,862.7452,866.9102,857.5674,865.563,854.6236,927.4318,896.2333,747.7322,634.4688,708.8638,630.67,565.4647,576.3147,628.2961,636.4265,628.3061,634.1252,660.5718,688.5241,728.5128
"Macao SAR, China",MAC,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"Bank accounts per 1,000 adults",GFDD.AI.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Bank deposits to GDP (%),GFDD.OI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.89571,81.53465,86.7826,87.9727,105.8012,108.6815,114.9992,136.4653,127.1942,117.9252,119.46,121.4125,127.516,132.2693,145.7889,161.0551,153.0295,162.6763,163.6406,164.3758,138.4068,136.2046,139.0646,122.563,109.9326,120.285,105.151,98.69912,106.4279,105.0252,108.6871,128.066,143.9604,142.3718,142.3395,150.6664,346.5976,278.8793
"Macao SAR, China",MAC,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.529243,2.825149,0.9025006,0.6000893,0.4330816,0.3137507,0.2069892,0.1974252,0.1271089,0.2937463,0.1337606,0.1232589,0.1495435,0.1984093,0.2642059,0.3648143,0.3468888,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9352518,0.7771906,0.5172007,0.2919153,0.9534367,0.7623016,0.7180151,0.4785993,0.286689,0.1282727,..,0.0005213,0.0040854,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.69299,95.72036,98.5657,98.95434,99.28514,99.5113,99.67554,99.70334,99.81001,99.63515,99.83166,99.83459,99.8082,99.76534,99.66638,99.54872,99.5203,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.88724,84.89534,90.20273,91.05256,108.6841,111.5675,117.6863,139.1954,129.6669,120.3196,121.8441,123.6927,130.0113,134.8887,148.6552,164.5321,156.1879,165.7869,166.7838,167.6352,141.3952,139.011,141.7023,125.0194,112.3536,122.9411,107.3979,100.7321,108.5357,107.1021,111.0562,131.2716,147.572,145.9103,145.7898,154.3154,355.8252,286.9243
Madagascar,MDG,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.523223,..,..,5.727489,..,..,9.56967,..,..,..,..
Madagascar,MDG,"Bank accounts per 1,000 adults",GFDD.AI.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.486308,20.026301,21.79238,26.390253,36.853289,39.653695,106.32275,52.261377,53.900506,59.322584,60.12297,73.390048,72.222459,79.757549,86.140305,98.419483,106.78114,..
Madagascar,MDG,Bank deposits to GDP (%),GFDD.OI.02,..,..,5.43028,5.862997,6.183897,6.463602,7.073657,7.981387,8.302877,9.001835,9.232967,9.604072,10.51767,10.04374,9.946888,9.176656,10.9293,11.77833,13.1863,11.82305,9.044218,9.803164,8.257054,6.496614,7.370323,7.671562,8.636515,8.578786,8.051772,9.727751,8.992251,11.51767,12.63887,14.17768,15.22698,11.36006,11.05425,12.23697,11.41114,11.96374,11.70038,12.82343,13.56995,13.59527,14.74438,12.20539,13.52899,14.12424,14.01212,15.35965,14.88391,15.03958,15.08233,14.47769,14.56284,15.23206,15.94467,17.84226,17.24345,17.37362,19.78046,20.05327
Madagascar,MDG,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.219471,3.500618,5.117476,8.090913,13.74734,19.51918,19.71104,21.31721,20.80619,22.25773,24.44797,25.07688,24.86997,25.37967,22.31194,22.00208,18.89783,18.51171,16.23649,14.66266,11.0085,7.887051,6.492584,5.846914,7.118862,6.96832,6.811778,6.622746,6.841612,6.057343,4.050514,3.459394,2.878904,2.502135,1.949453,2.304165,2.065224,2.219541,1.9941,2.049086,3.101592,3.845187,3.590119,3.195021,2.771511,2.260542,4.582173,4.668273
Madagascar,MDG,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,0.1236636,..,..,0.9611798,..,..,..,..
Madagascar,MDG,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.125898,1.315672,1.005272,0.448227,0.4191215,0.3885104,0.3639581,0.3101352,0.3351674,1.5445,1.03994,0.4332753,0.2740096,2.830817,2.319617,1.063058,1.029825,1.64275,1.822025,1.789219,1.935893,3.299978,4.175255,4.558849,2.864183,1.643094,2.948489,3.234608,3.074155,3.689028,3.452181,3.995405,4.591729,3.950236,3.309583,3.246098,3.743946,4.25569,4.510234,4.585709,5.177896,..
Madagascar,MDG,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,..,..
Madagascar,MDG,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.84989,81.74338,75.1189,67.26929,54.94751,48.13866,43.60081,40.66343,39.24923,36.19117,36.1971,37.09156,37.31512,36.90696,35.01601,37.10071,42.43602,44.24723,45.46858,52.92141,57.19474,57.18209,57.78262,62.93053,56.86789,56.35272,57.6901,60.81721,61.29292,66.63515,73.90465,74.55978,78.77698,81.29895,85.92503,84.98438,86.00847,84.7179,86.71094,86.68476,81.35757,78.43435,79.63161,84.08959,86.12075,88.90166,81.92842,82.51485
Madagascar,MDG,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.6758432,1.0041351,1.0096963,1.0221429,1.1111686,1.5942685,1.67425,1.5974931,1.4750897,1.7149136,1.7649431,1.5004989,1.3719895,1.3308321,1.3303737,..,..,..
Madagascar,MDG,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,15.02505,15.279,15.90145,16.36312,16.4287,17.83825,17.79906,18.05215,18.4899,18.23348,19.97299,19.06129,18.42655,17.71033,19.22103,20.05904,21.18373,19.09069,15.4342,16.25471,13.67882,10.31567,16.13138,16.64434,17.37498,18.20538,16.93852,19.3394,13.95355,17.48402,18.29326,21.04267,22.8916,17.72189,18.01315,20.74053,21.17012,22.65378,22.43129,18.8513,19.94375,20.11014,20.99487,17.31274,18.75015,19.44711,19.12474,20.73451,20.51612,21.35745,21.05235,20.34306,20.60148,21.60253,15.94629,25.55287,25.20756,23.9142,26.9539,27.61478
Malawi,MWI,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.54061,..,..,16.13567,..,..,22.99128,..,..,..,20.22171
Malawi,MWI,"Bank accounts per 1,000 adults",GFDD.AI.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,128.27364,..,165.2421,190.06419,192.18135,212.75847,247.04639,..,106.24317,181.70104,148.32464,178.87126,169.66832,..,..
Malawi,MWI,Bank deposits to GDP (%),GFDD.OI.02,..,..,..,..,..,9.993898,10.09677,10.86489,11.64464,12.69526,13.9653,13.43906,13.83963,16.90495,18.05612,17.04474,14.96029,15.76181,17.08992,15.76958,6.34788,7.413198,7.43193,6.742291,7.718374,6.633143,7.307193,8.416933,7.28018,6.240711,6.589524,6.051783,6.811628,6.669648,7.87456,6.04926,5.355738,4.242911,5.789053,5.069833,5.67067,6.136481,5.840311,6.354048,6.651844,6.897953,6.189285,7.472087,10.86466,11.90823,13.63359,15.42515,15.65701,15.74917,14.31802,14.83785,13.53119,..,..,..,..,..
Malawi,MWI,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,0.2776083,0.9881721,0.9089048,1.820362,2.311061,1.081784,0.6182477,2.016897,1.83022,1.730444,9.059278,8.955392,5.838599,6.372923,8.621515,3.787001,6.752274,8.215718,8.834284,6.640634,7.306801,8.25531,9.067252,5.912403,5.636887,4.528121,3.918645,5.829901,4.834764,5.567515,2.671608,1.020514,0.995483,2.951058,1.482405,0.2996753,2.042199,3.552224,3.340603,3.562733,3.753479,1.857209,2.697751,8.30485,8.94846,6.980234,8.090053,6.556393,6.560851,2.984865,4.298368,8.248419,..,..,..,..,..
Malawi,MWI,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.384186,..,..,1.527817,..,..,1.294422,..,..,..,0.965514
Malawi,MWI,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.741916,4.275607,4.319444,3.639318,6.951389,7.437143,6.290708,5.642953,3.311538,2.583861,2.46306,2.517662,2.714383,5.370631,4.217895,4.917333,6.1408,3.699686,2.893205,3.647143,3.50348,2.66815,2.769771,3.596333,2.908472,2.92672,2.450967,3.877338,4.537632,3.924318,3.251671,5.143442,3.750891,4.145785,3.6052,4.171277,3.602009,..,..,..,..,..
Malawi,MWI,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,..,..
Malawi,MWI,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,..,..,..,..,..,96.55851,90.53211,93.1954,86.43295,83.4903,92.18816,95.57666,87.04438,87.3187,89.26743,63.50715,67.22187,75.89613,77.55363,75.23442,71.37158,56.69926,52.19965,49.75607,55.62587,50.73003,45.83657,38.30024,43.35524,46.21024,55.22119,57.9217,53.46362,53.82616,53.10332,62.30645,80.32079,75.17635,56.31573,69.87358,92.56343,61.30761,52.44876,58.87381,56.76894,56.87318,74.28358,71.12331,53.86263,54.01415,63.47693,62.61225,66.50012,64.24564,78.12414,72.99092,54.51242,..,..,..,..,..
Malawi,MWI,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7935982,8.2394258,7.9520451,7.7832548,6.9345965,6.3364352,6.7692548,9.4187743,9.6690205,9.6081962,9.5059306,8.0434446,9.4386889,9.7227685,9.9707531,..
Malawi,MWI,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,Liquid liabilities to GDP (%),GFDD.DI.05,..,..,..,..,20.75485,17.70104,18.24785,19.80092,20.65737,21.97517,23.24411,22.07839,22.898,27.26319,29.00737,27.31433,22.53529,24.54038,23.82078,22.37502,8.943765,10.11963,10.45508,9.932146,10.89271,8.59543,10.8306,12.49403,10.37118,8.974681,9.004799,8.944304,9.890676,9.947801,11.6679,8.684201,7.520563,6.129355,8.34999,8.343176,8.917638,9.542171,8.929534,9.830302,10.55238,11.17265,10.31099,12.6236,13.26409,14.14239,15.71295,17.82053,18.27604,18.43311,17.02965,17.29313,16.16093,..,..,..,..,..
Malaysia,MYS,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.17381,..,..,80.67462,..,..,85.13003,..,..,..,88.16534
Malaysia,MYS,"Bank accounts per 1,000 adults",GFDD.AI.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,735.04465,766.63978,771.58949,755.22031,708.83829,705.24087,708.40943,705.85209,714.39716
Malaysia,MYS,Bank deposits to GDP (%),GFDD.OI.02,15.53017,17.31364,17.65954,16.78813,16.34298,17.59006,18.79248,20.78263,26.06474,29.49189,31.83278,33.73447,37.77074,37.70283,50.2428,60.57765,61.29607,61.43444,63.1959,64.57199,69.36314,80.19961,86.16982,90.31855,94.37524,106.0405,130.257,117.1111,111.2237,119.9782,54.88734,57.30137,91.19444,102.0156,98.52185,103.3107,104.5949,110.2482,114.0695,122.1386,112.8513,126.0609,119.8852,120.0191,117.6996,109.1722,111.4303,111.8813,107.8416,128.4448,120.1073,124.5906,127.8656,131.0874,127.98,124.3711,119.7394,113.3701,115.6057,114.0213,126.4027,122.5862
Malaysia,MYS,Central bank assets to GDP (%),GFDD.DI.06,0.1431981,0.1975266,0.2154399,0.4567933,0.4592647,0.7259668,0.8635561,1.445401,1.005395,1.092886,1.047426,0.9911231,1.203938,1.480532,1.107708,1.992208,1.155421,1.306122,1.017526,1.598311,3.152623,1.228369,3.196697,5.003407,6.044752,3.18562,2.874263,2.41845,2.342968,1.453061,2.251577,1.192238,0.6440716,1.016586,0.8091128,1.223339,6.062342,6.031299,7.04141,8.276888,8.786142,8.175417,2.240871,1.878159,1.655814,1.245569,0.9657356,0.9352255,0.4716984,0.5359823,0.3635635,0.2921688,0.2949859,0.2886051,0.2718249,0.2013112,0.3856537,0.3482644,0.2644749,0.1595873,0.8188756,0.8197618
Malaysia,MYS,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.91618,..,..,20.15461,..,..,21.31486,..,..,..,7.889512
Malaysia,MYS,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.78373,27.09892,29.21802,30.81058,31.0482,35.47388,42.74497,47.57453,46.74603,44.17094,9.275145,8.409437,9.464512,7.670881,6.640674,5.439226,5.805398,6.845293,9.553944,8.485868,7.949414,8.505836,7.84107,8.217636,8.335369,6.776632,6.462083,5.514824,9.385311,15.01279,13.995,13.48093,13.56968,14.42289,16.06389,15.25139,15.69619,16.20892,19.8101,19.5131,24.80686,..
Malaysia,MYS,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0.0003319,0.0342074,0.0702692,0.1463714,..,..
Malaysia,MYS,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,98.55273,98.42358,98.34628,96.79188,96.52367,95.19491,95.40453,93.8481,96.41496,96.32726,96.69415,97.08235,96.7205,96.23743,97.9807,97.01556,98.22823,98.07903,98.51977,97.72308,96.01179,98.61356,96.73285,95.37469,94.73723,97.55178,98.09707,98.30924,98.31394,98.99438,97.24126,98.58256,99.45971,99.11662,99.30817,99.06834,95.97881,96.41802,95.86522,94.80048,93.90585,94.34898,98.30407,98.54878,98.6468,98.91347,99.13171,99.13511,99.55878,99.58031,99.701,99.76115,99.76974,99.78576,99.80173,99.85467,99.72057,99.73949,99.81155,99.88642,99.48733,99.46713
Malaysia,MYS,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.4338431,..,..,..,..,..,..,..,..,..,..,..,15.967458,16.840132,16.822015,16.972835,17.352904,17.565295,16.2361,19.906573,19.948434,19.283962,19.859499,20.582498,19.897573,20.311893,19.645506,19.326646,18.8264,19.4211,22.223295,..
Malaysia,MYS,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6640521,1.090407,1.171905,1.171601,1.641725,1.618289,1.379006,1.908727,3.610224,4.192346,4.515265,5.59181,6.020532,6.526103,7.186598,7.811867,7.893044,5.61905,6.436369,7.481109,..
Malaysia,MYS,Liquid liabilities to GDP (%),GFDD.DI.05,28.20491,30.34181,30.60225,26.73217,26.25382,30.2895,28.69583,28.94489,34.38156,38.24033,40.90456,42.70938,47.75949,47.92768,59.84994,71.22291,71.31707,71.72542,73.25555,73.87881,80.64156,89.42738,95.76022,99.15067,102.1046,115.1362,140.7618,127.0272,121.0794,129.4822,64.37711,66.3088,102.2232,113.0341,111.039,115.6298,120.1252,125.5068,125.1519,132.1212,122.6989,135.3061,129.369,127.9944,126.3368,117.1615,118.9873,117.9045,113.4073,139.1656,129.6452,133.8901,136.8038,140.0929,137.1028,132.813,128.5837,122.5343,125.1048,123.0736,137.7731,133.2789
Maldives,MDV,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.44497,..,..,..,..
Maldives,MDV,"Bank accounts per 1,000 adults",GFDD.AI.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,641.33221,713.40912,770.72104,850.16155,911.08779,973.77071,978.93358,1073.625,1003.3485,990.05394,1196.387,976.76008,984.93858,944.78917,971.70471,986.12565,975.75685,..
Maldives,MDV,Bank deposits to GDP (%),GFDD.OI.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.665,16.07128,17.86471,16.64655,12.6987,10.92335,14.4385,14.0813,14.42333,14.98173,14.25831,15.26283,13.64443,17.58598,19.03945,20.51937,25.25354,28.32813,33.80827,32.50087,31.65961,25.16928,28.89561,28.4184,32.61611,38.5012,34.43283,36.66777,36.95187,40.90046,43.17224,42.31988,40.32923,41.2243,43.10711,43.92109,41.22009,39.77084,36.8093,38.30955,65.95155,65.38271
Maldives,MDV,Central bank assets to GDP (%),GFDD.DI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.58827,45.23898,45.45068,41.05617,23.99145,28.12107,28.56268,23.7372,16.41968,17.9871,15.71861,19.51101,20.85191,26.05373,24.37729,23.09321,18.77815,15.38201,16.16471,16.70615,19.19562,14.92815,14.89102,11.30735,8.259179,11.91668,7.97885,7.666129,11.56563,14.05034,11.85511,9.688252,11.30394,12.37837,11.33716,10.23729,12.62331,10.60666,8.536868,7.147593,16.33253,12.91721
Maldives,MDV,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.82295,..,..,..,..
Maldives,MDV,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.599505,11.08953,7.689337,9.423347,8.25663,9.405754,8.055728,7.615442,6.932771,10.66441,7.285297,6.328601,5.080668,4.778115,3.098659,2.935563,2.374137,1.351456,1.983755,2.176803,1.941555,..,..,0.8500625,1.718367,3.362578,4.477968,6.570695,7.484935,15.82465,18.50483,16.93477,14.23599,11.94754,12.7458,14.67419,17.15205,15.08389,13.76297,15.48861,31.89179,..
Maldives,MDV,Credit flows by fintech and bigtech companies to GDP (%),GFDD.DM.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
